,shift_id,start_time,end_time,Trauma SICU (TSICU),Cardiac Vascular Intensive Care Unit (CVICU),Coronary Care Unit (CCU),Medical Intensive Care Unit (MICU),Medical/Surgical Intensive Care Unit (MICU/SICU),Surgical Intensive Care Unit (SICU),Neuro Surgical Intensive Care Unit (Neuro SICU),Neuro Stepdown,Neuro Intermediate
9623,9624,2012-05-22T20:00:00.000Z,2012-05-23T00:00:00.000Z,6,6,4,14,8,16,0,0,0
9624,9625,2012-05-23T00:00:00.000Z,2012-05-23T04:00:00.000Z,6,6,3,11,7,16,0,0,0
9625,9626,2012-05-23T04:00:00.000Z,2012-05-23T08:00:00.000Z,6,6,3,11,7,17,0,0,0
9626,9627,2012-05-23T08:00:00.000Z,2012-05-23T12:00:00.000Z,6,8,4,12,8,17,0,0,0
9627,9628,2012-05-23T12:00:00.000Z,2012-05-23T16:00:00.000Z,5,10,4,11,10,16,0,0,0
9628,9629,2012-05-23T16:00:00.000Z,2012-05-23T20:00:00.000Z,5,9,4,9,11,14,0,0,0
9629,9630,2012-05-23T20:00:00.000Z,2012-05-24T00:00:00.000Z,4,9,2,9,9,10,0,0,0
9630,9631,2012-05-24T00:00:00.000Z,2012-05-24T04:00:00.000Z,4,9,2,9,8,9,0,0,0
9631,9632,2012-05-24T04:00:00.000Z,2012-05-24T08:00:00.000Z,5,9,4,9,9,10,0,0,0
9632,9633,2012-05-24T08:00:00.000Z,2012-05-24T12:00:00.000Z,5,9,3,10,9,11,0,0,0
9633,9634,2012-05-24T12:00:00.000Z,2012-05-24T16:00:00.000Z,6,9,3,11,9,11,0,0,0
9634,9635,2012-05-24T16:00:00.000Z,2012-05-24T20:00:00.000Z,6,9,3,13,11,10,0,0,0
9635,9636,2012-05-24T20:00:00.000Z,2012-05-25T00:00:00.000Z,6,9,2,11,9,10,0,0,0
9636,9637,2012-05-25T00:00:00.000Z,2012-05-25T04:00:00.000Z,7,9,4,10,8,10,0,0,0
9637,9638,2012-05-25T04:00:00.000Z,2012-05-25T08:00:00.000Z,7,8,4,10,8,10,0,0,0
9638,9639,2012-05-25T08:00:00.000Z,2012-05-25T12:00:00.000Z,7,10,4,11,8,10,0,0,0
9639,9640,2012-05-25T12:00:00.000Z,2012-05-25T16:00:00.000Z,9,10,5,11,8,11,0,0,0
9640,9641,2012-05-25T16:00:00.000Z,2012-05-25T20:00:00.000Z,8,10,6,11,6,10,0,0,0
9641,9642,2012-05-25T20:00:00.000Z,2012-05-26T00:00:00.000Z,6,10,5,13,5,7,0,0,0
9642,9643,2012-05-26T00:00:00.000Z,2012-05-26T04:00:00.000Z,6,10,6,12,4,8,0,0,0
9643,9644,2012-05-26T04:00:00.000Z,2012-05-26T08:00:00.000Z,6,10,6,13,4,8,0,0,0
9644,9645,2012-05-26T08:00:00.000Z,2012-05-26T12:00:00.000Z,6,14,6,13,5,10,0,0,0
9645,9646,2012-05-26T12:00:00.000Z,2012-05-26T16:00:00.000Z,7,11,7,14,6,10,0,0,0
9646,9647,2012-05-26T16:00:00.000Z,2012-05-26T20:00:00.000Z,9,10,8,14,6,9,0,0,0
9647,9648,2012-05-26T20:00:00.000Z,2012-05-27T00:00:00.000Z,8,8,8,13,6,7,0,0,0
9648,9649,2012-05-27T00:00:00.000Z,2012-05-27T04:00:00.000Z,8,7,8,14,6,7,0,0,0
9649,9650,2012-05-27T04:00:00.000Z,2012-05-27T08:00:00.000Z,8,7,8,13,7,7,0,0,0
9650,9651,2012-05-27T08:00:00.000Z,2012-05-27T12:00:00.000Z,8,7,9,13,8,7,0,0,0
9651,9652,2012-05-27T12:00:00.000Z,2012-05-27T16:00:00.000Z,9,8,9,13,10,7,0,0,0
9652,9653,2012-05-27T16:00:00.000Z,2012-05-27T20:00:00.000Z,9,7,9,13,11,7,0,0,0
9653,9654,2012-05-27T20:00:00.000Z,2012-05-28T00:00:00.000Z,6,6,6,16,11,7,0,0,0
9654,9655,2012-05-28T00:00:00.000Z,2012-05-28T04:00:00.000Z,6,6,5,18,11,6,0,0,0
9655,9656,2012-05-28T04:00:00.000Z,2012-05-28T08:00:00.000Z,6,6,6,17,11,6,0,0,0
9656,9657,2012-05-28T08:00:00.000Z,2012-05-28T12:00:00.000Z,6,8,6,17,11,6,0,0,0
9657,9658,2012-05-28T12:00:00.000Z,2012-05-28T16:00:00.000Z,6,8,5,17,14,6,0,0,0
9658,9659,2012-05-28T16:00:00.000Z,2012-05-28T20:00:00.000Z,6,7,4,14,15,6,0,0,0
9659,9660,2012-05-28T20:00:00.000Z,2012-05-29T00:00:00.000Z,5,7,4,13,14,5,0,0,0
9660,9661,2012-05-29T00:00:00.000Z,2012-05-29T04:00:00.000Z,6,9,4,13,15,6,0,0,0
9661,9662,2012-05-29T04:00:00.000Z,2012-05-29T08:00:00.000Z,6,9,4,13,15,6,0,0,0
9662,9663,2012-05-29T08:00:00.000Z,2012-05-29T12:00:00.000Z,6,10,4,13,15,6,0,0,0
9663,9664,2012-05-29T12:00:00.000Z,2012-05-29T16:00:00.000Z,6,10,4,13,15,7,0,0,0
9664,9665,2012-05-29T16:00:00.000Z,2012-05-29T20:00:00.000Z,7,9,5,12,14,7,0,0,0
9665,9666,2012-05-29T20:00:00.000Z,2012-05-30T00:00:00.000Z,7,8,5,13,12,7,0,0,0
9666,9667,2012-05-30T00:00:00.000Z,2012-05-30T04:00:00.000Z,8,7,5,11,13,7,0,0,0
9667,9668,2012-05-30T04:00:00.000Z,2012-05-30T08:00:00.000Z,8,7,5,11,13,7,0,0,0
9668,9669,2012-05-30T08:00:00.000Z,2012-05-30T12:00:00.000Z,8,8,5,12,13,7,0,0,0
9669,9670,2012-05-30T12:00:00.000Z,2012-05-30T16:00:00.000Z,8,8,5,13,13,7,0,0,0
9670,9671,2012-05-30T16:00:00.000Z,2012-05-30T20:00:00.000Z,9,8,5,14,11,9,0,0,0
9671,9672,2012-05-30T20:00:00.000Z,2012-05-31T00:00:00.000Z,9,7,5,14,11,9,0,0,0
9672,9673,2012-05-31T00:00:00.000Z,2012-05-31T04:00:00.000Z,9,7,5,15,11,9,0,0,0
9673,9674,2012-05-31T04:00:00.000Z,2012-05-31T08:00:00.000Z,9,7,5,17,11,9,0,0,0
9674,9675,2012-05-31T08:00:00.000Z,2012-05-31T12:00:00.000Z,11,8,6,20,13,9,0,0,0
9675,9676,2012-05-31T12:00:00.000Z,2012-05-31T16:00:00.000Z,11,8,6,21,13,10,0,0,0
9676,9677,2012-05-31T16:00:00.000Z,2012-05-31T20:00:00.000Z,11,9,7,23,12,10,0,0,0
9677,9678,2012-05-31T20:00:00.000Z,2012-06-01T00:00:00.000Z,10,8,7,20,9,10,0,0,0
9678,9679,2012-06-01T00:00:00.000Z,2012-06-01T04:00:00.000Z,9,9,7,15,9,10,0,0,0
9679,9680,2012-06-01T04:00:00.000Z,2012-06-01T08:00:00.000Z,9,9,7,15,9,10,0,0,0
9680,9681,2012-06-01T08:00:00.000Z,2012-06-01T12:00:00.000Z,9,10,7,15,9,10,0,0,0
9681,9682,2012-06-01T12:00:00.000Z,2012-06-01T16:00:00.000Z,9,10,8,15,9,10,0,0,0
9682,9683,2012-06-01T16:00:00.000Z,2012-06-01T20:00:00.000Z,8,8,8,14,10,10,0,0,0
9683,9684,2012-06-01T20:00:00.000Z,2012-06-02T00:00:00.000Z,9,6,7,12,10,9,0,0,0
9684,9685,2012-06-02T00:00:00.000Z,2012-06-02T04:00:00.000Z,8,6,6,11,10,8,0,0,0
9685,9686,2012-06-02T04:00:00.000Z,2012-06-02T08:00:00.000Z,8,6,6,11,10,8,0,0,0
9686,9687,2012-06-02T08:00:00.000Z,2012-06-02T12:00:00.000Z,8,9,7,12,10,8,0,0,0
9687,9688,2012-06-02T12:00:00.000Z,2012-06-02T16:00:00.000Z,8,10,7,13,12,9,0,0,0
9688,9689,2012-06-02T16:00:00.000Z,2012-06-02T20:00:00.000Z,5,10,6,13,11,8,0,0,0
9689,9690,2012-06-02T20:00:00.000Z,2012-06-03T00:00:00.000Z,5,9,5,12,10,9,0,0,0
9690,9691,2012-06-03T00:00:00.000Z,2012-06-03T04:00:00.000Z,5,9,5,12,9,8,0,0,0
9691,9692,2012-06-03T04:00:00.000Z,2012-06-03T08:00:00.000Z,5,9,5,12,9,8,0,0,0
9692,9693,2012-06-03T08:00:00.000Z,2012-06-03T12:00:00.000Z,5,11,8,12,9,8,0,0,0
9693,9694,2012-06-03T12:00:00.000Z,2012-06-03T16:00:00.000Z,7,11,9,11,11,10,0,0,0
9694,9695,2012-06-03T16:00:00.000Z,2012-06-03T20:00:00.000Z,7,10,7,11,12,10,0,0,0
9695,9696,2012-06-03T20:00:00.000Z,2012-06-04T00:00:00.000Z,8,9,7,11,11,8,0,0,0
9696,9697,2012-06-04T00:00:00.000Z,2012-06-04T04:00:00.000Z,8,6,8,11,11,8,0,0,0
9697,9698,2012-06-04T04:00:00.000Z,2012-06-04T08:00:00.000Z,8,7,10,11,11,8,0,0,0
9698,9699,2012-06-04T08:00:00.000Z,2012-06-04T12:00:00.000Z,8,9,10,11,13,8,0,0,0
9699,9700,2012-06-04T12:00:00.000Z,2012-06-04T16:00:00.000Z,8,11,11,11,16,9,0,0,0
9700,9701,2012-06-04T16:00:00.000Z,2012-06-04T20:00:00.000Z,9,9,9,11,18,10,0,0,0
9701,9702,2012-06-04T20:00:00.000Z,2012-06-05T00:00:00.000Z,8,9,8,13,15,9,0,0,0
9702,9703,2012-06-05T00:00:00.000Z,2012-06-05T04:00:00.000Z,7,8,7,12,16,9,0,0,0
9703,9704,2012-06-05T04:00:00.000Z,2012-06-05T08:00:00.000Z,7,8,8,12,16,10,0,0,0
9704,9705,2012-06-05T08:00:00.000Z,2012-06-05T12:00:00.000Z,7,7,9,12,16,10,0,0,0
9705,9706,2012-06-05T12:00:00.000Z,2012-06-05T16:00:00.000Z,8,7,9,13,16,10,0,0,0
9706,9707,2012-06-05T16:00:00.000Z,2012-06-05T20:00:00.000Z,8,7,10,12,17,10,0,0,0
9707,9708,2012-06-05T20:00:00.000Z,2012-06-06T00:00:00.000Z,7,8,10,13,17,10,0,0,0
9708,9709,2012-06-06T00:00:00.000Z,2012-06-06T04:00:00.000Z,7,8,10,13,15,11,0,0,0
9709,9710,2012-06-06T04:00:00.000Z,2012-06-06T08:00:00.000Z,7,8,10,14,14,11,0,0,0
9710,9711,2012-06-06T08:00:00.000Z,2012-06-06T12:00:00.000Z,7,10,11,15,13,11,0,0,0
9711,9712,2012-06-06T12:00:00.000Z,2012-06-06T16:00:00.000Z,6,10,11,15,14,12,0,0,0
9712,9713,2012-06-06T16:00:00.000Z,2012-06-06T20:00:00.000Z,6,9,11,13,16,13,0,0,0
9713,9714,2012-06-06T20:00:00.000Z,2012-06-07T00:00:00.000Z,6,8,11,14,14,12,0,0,0
9714,9715,2012-06-07T00:00:00.000Z,2012-06-07T04:00:00.000Z,6,8,11,14,14,14,0,0,0
9715,9716,2012-06-07T04:00:00.000Z,2012-06-07T08:00:00.000Z,6,8,12,14,15,14,0,0,0
9716,9717,2012-06-07T08:00:00.000Z,2012-06-07T12:00:00.000Z,6,10,12,15,15,14,0,0,0
9717,9718,2012-06-07T12:00:00.000Z,2012-06-07T16:00:00.000Z,6,9,14,16,15,14,0,0,0
9718,9719,2012-06-07T16:00:00.000Z,2012-06-07T20:00:00.000Z,7,8,13,15,13,14,0,0,0
9719,9720,2012-06-07T20:00:00.000Z,2012-06-08T00:00:00.000Z,6,7,11,13,12,12,0,0,0
9720,9721,2012-06-08T00:00:00.000Z,2012-06-08T04:00:00.000Z,6,6,11,13,11,10,0,0,0
9721,9722,2012-06-08T04:00:00.000Z,2012-06-08T08:00:00.000Z,6,6,11,15,11,10,0,0,0
9722,9723,2012-06-08T08:00:00.000Z,2012-06-08T12:00:00.000Z,6,9,12,15,10,10,0,0,0
9723,9724,2012-06-08T12:00:00.000Z,2012-06-08T16:00:00.000Z,5,9,12,15,9,10,0,0,0
9724,9725,2012-06-08T16:00:00.000Z,2012-06-08T20:00:00.000Z,4,9,11,16,10,9,0,0,0
9725,9726,2012-06-08T20:00:00.000Z,2012-06-09T00:00:00.000Z,5,9,10,16,11,12,0,0,0
9726,9727,2012-06-09T00:00:00.000Z,2012-06-09T04:00:00.000Z,5,9,10,16,13,10,0,0,0
9727,9728,2012-06-09T04:00:00.000Z,2012-06-09T08:00:00.000Z,5,9,10,16,13,10,0,0,0
9728,9729,2012-06-09T08:00:00.000Z,2012-06-09T12:00:00.000Z,5,9,10,15,14,10,0,0,0
9729,9730,2012-06-09T12:00:00.000Z,2012-06-09T16:00:00.000Z,6,7,10,15,15,11,0,0,0
9730,9731,2012-06-09T16:00:00.000Z,2012-06-09T20:00:00.000Z,7,8,11,14,16,9,0,0,0
9731,9732,2012-06-09T20:00:00.000Z,2012-06-10T00:00:00.000Z,7,7,10,14,15,10,0,0,0
9732,9733,2012-06-10T00:00:00.000Z,2012-06-10T04:00:00.000Z,7,7,10,14,12,11,0,0,0
9733,9734,2012-06-10T04:00:00.000Z,2012-06-10T08:00:00.000Z,7,7,9,14,12,12,0,0,0
9734,9735,2012-06-10T08:00:00.000Z,2012-06-10T12:00:00.000Z,7,8,10,14,14,12,0,0,0
9735,9736,2012-06-10T12:00:00.000Z,2012-06-10T16:00:00.000Z,7,8,10,14,13,13,0,0,0
9736,9737,2012-06-10T16:00:00.000Z,2012-06-10T20:00:00.000Z,7,8,10,14,13,12,0,0,0
9737,9738,2012-06-10T20:00:00.000Z,2012-06-11T00:00:00.000Z,8,7,8,15,10,14,0,0,0
9738,9739,2012-06-11T00:00:00.000Z,2012-06-11T04:00:00.000Z,8,8,7,12,10,14,0,0,0
9739,9740,2012-06-11T04:00:00.000Z,2012-06-11T08:00:00.000Z,8,8,7,12,10,15,0,0,0
9740,9741,2012-06-11T08:00:00.000Z,2012-06-11T12:00:00.000Z,8,8,7,12,10,15,0,0,0
9741,9742,2012-06-11T12:00:00.000Z,2012-06-11T16:00:00.000Z,9,8,7,13,10,16,0,0,0
9742,9743,2012-06-11T16:00:00.000Z,2012-06-11T20:00:00.000Z,8,6,8,14,10,16,0,0,0
9743,9744,2012-06-11T20:00:00.000Z,2012-06-12T00:00:00.000Z,7,4,9,12,8,15,0,0,0
9744,9745,2012-06-12T00:00:00.000Z,2012-06-12T04:00:00.000Z,7,4,9,11,8,16,0,0,0
9745,9746,2012-06-12T04:00:00.000Z,2012-06-12T08:00:00.000Z,7,4,9,11,8,16,0,0,0
9746,9747,2012-06-12T08:00:00.000Z,2012-06-12T12:00:00.000Z,8,5,10,11,9,17,0,0,0
9747,9748,2012-06-12T12:00:00.000Z,2012-06-12T16:00:00.000Z,8,6,11,11,9,16,0,0,0
9748,9749,2012-06-12T16:00:00.000Z,2012-06-12T20:00:00.000Z,8,6,10,10,8,16,0,0,0
9749,9750,2012-06-12T20:00:00.000Z,2012-06-13T00:00:00.000Z,8,6,9,10,8,16,0,0,0
9750,9751,2012-06-13T00:00:00.000Z,2012-06-13T04:00:00.000Z,8,6,8,9,11,16,0,0,0
9751,9752,2012-06-13T04:00:00.000Z,2012-06-13T08:00:00.000Z,8,6,8,9,11,15,0,0,0
9752,9753,2012-06-13T08:00:00.000Z,2012-06-13T12:00:00.000Z,8,7,9,9,11,15,0,0,0
9753,9754,2012-06-13T12:00:00.000Z,2012-06-13T16:00:00.000Z,11,7,9,10,10,15,0,0,0
9754,9755,2012-06-13T16:00:00.000Z,2012-06-13T20:00:00.000Z,11,7,9,11,9,14,0,0,0
9755,9756,2012-06-13T20:00:00.000Z,2012-06-14T00:00:00.000Z,8,6,6,13,11,13,0,0,0
9756,9757,2012-06-14T00:00:00.000Z,2012-06-14T04:00:00.000Z,6,6,7,13,11,14,0,0,0
9757,9758,2012-06-14T04:00:00.000Z,2012-06-14T08:00:00.000Z,6,6,7,13,11,14,0,0,0
9758,9759,2012-06-14T08:00:00.000Z,2012-06-14T12:00:00.000Z,7,7,7,13,11,13,0,0,0
9759,9760,2012-06-14T12:00:00.000Z,2012-06-14T16:00:00.000Z,7,8,8,13,11,14,0,0,0
9760,9761,2012-06-14T16:00:00.000Z,2012-06-14T20:00:00.000Z,7,7,8,12,13,15,0,0,0
9761,9762,2012-06-14T20:00:00.000Z,2012-06-15T00:00:00.000Z,6,7,7,12,11,18,0,0,0
9762,9763,2012-06-15T00:00:00.000Z,2012-06-15T04:00:00.000Z,7,7,7,14,10,18,0,0,0
9763,9764,2012-06-15T04:00:00.000Z,2012-06-15T08:00:00.000Z,7,7,7,13,11,18,0,0,0
9764,9765,2012-06-15T08:00:00.000Z,2012-06-15T12:00:00.000Z,7,7,7,14,11,18,0,0,0
9765,9766,2012-06-15T12:00:00.000Z,2012-06-15T16:00:00.000Z,7,7,8,12,11,18,0,0,0
9766,9767,2012-06-15T16:00:00.000Z,2012-06-15T20:00:00.000Z,6,6,7,15,12,19,0,0,0
9767,9768,2012-06-15T20:00:00.000Z,2012-06-16T00:00:00.000Z,6,4,7,13,11,16,0,0,0
9768,9769,2012-06-16T00:00:00.000Z,2012-06-16T04:00:00.000Z,6,4,7,12,11,15,0,0,0
9769,9770,2012-06-16T04:00:00.000Z,2012-06-16T08:00:00.000Z,5,4,7,12,11,15,0,0,0
9770,9771,2012-06-16T08:00:00.000Z,2012-06-16T12:00:00.000Z,5,5,8,12,12,15,0,0,0
9771,9772,2012-06-16T12:00:00.000Z,2012-06-16T16:00:00.000Z,6,5,9,12,12,16,0,0,0
9772,9773,2012-06-16T16:00:00.000Z,2012-06-16T20:00:00.000Z,6,5,10,10,10,16,0,0,0
9773,9774,2012-06-16T20:00:00.000Z,2012-06-17T00:00:00.000Z,6,5,10,9,10,16,0,0,0
9774,9775,2012-06-17T00:00:00.000Z,2012-06-17T04:00:00.000Z,7,5,10,11,10,16,0,0,0
9775,9776,2012-06-17T04:00:00.000Z,2012-06-17T08:00:00.000Z,7,6,10,12,10,17,0,0,0
9776,9777,2012-06-17T08:00:00.000Z,2012-06-17T12:00:00.000Z,7,8,10,13,11,17,0,0,0
9777,9778,2012-06-17T12:00:00.000Z,2012-06-17T16:00:00.000Z,8,9,10,13,12,18,0,0,0
9778,9779,2012-06-17T16:00:00.000Z,2012-06-17T20:00:00.000Z,9,8,10,12,11,19,0,0,0
9779,9780,2012-06-17T20:00:00.000Z,2012-06-18T00:00:00.000Z,7,10,8,11,6,14,0,0,0
9780,9781,2012-06-18T00:00:00.000Z,2012-06-18T04:00:00.000Z,7,10,8,11,6,15,0,0,0
9781,9782,2012-06-18T04:00:00.000Z,2012-06-18T08:00:00.000Z,7,10,8,12,6,15,0,0,0
9782,9783,2012-06-18T08:00:00.000Z,2012-06-18T12:00:00.000Z,7,12,8,11,6,15,0,0,0
9783,9784,2012-06-18T12:00:00.000Z,2012-06-18T16:00:00.000Z,8,10,8,11,6,16,0,0,0
9784,9785,2012-06-18T16:00:00.000Z,2012-06-18T20:00:00.000Z,8,7,6,13,7,16,0,0,0
9785,9786,2012-06-18T20:00:00.000Z,2012-06-19T00:00:00.000Z,8,8,5,13,5,14,0,0,0
9786,9787,2012-06-19T00:00:00.000Z,2012-06-19T04:00:00.000Z,8,8,5,11,4,13,0,0,0
9787,9788,2012-06-19T04:00:00.000Z,2012-06-19T08:00:00.000Z,8,8,5,11,5,13,0,0,0
9788,9789,2012-06-19T08:00:00.000Z,2012-06-19T12:00:00.000Z,7,8,5,11,5,14,0,0,0
9789,9790,2012-06-19T12:00:00.000Z,2012-06-19T16:00:00.000Z,6,7,5,11,5,14,0,0,0
9790,9791,2012-06-19T16:00:00.000Z,2012-06-19T20:00:00.000Z,6,7,5,10,6,14,0,0,0
9791,9792,2012-06-19T20:00:00.000Z,2012-06-20T00:00:00.000Z,5,7,5,9,4,14,0,0,0
9792,9793,2012-06-20T00:00:00.000Z,2012-06-20T04:00:00.000Z,5,7,4,8,5,15,0,0,0
9793,9794,2012-06-20T04:00:00.000Z,2012-06-20T08:00:00.000Z,5,7,4,8,5,16,0,0,0
9794,9795,2012-06-20T08:00:00.000Z,2012-06-20T12:00:00.000Z,5,8,5,8,5,18,0,0,0
9795,9796,2012-06-20T12:00:00.000Z,2012-06-20T16:00:00.000Z,5,8,4,8,7,17,0,0,0
9796,9797,2012-06-20T16:00:00.000Z,2012-06-20T20:00:00.000Z,5,7,4,8,7,16,0,0,0
9797,9798,2012-06-20T20:00:00.000Z,2012-06-21T00:00:00.000Z,5,7,4,10,6,16,0,0,0
9798,9799,2012-06-21T00:00:00.000Z,2012-06-21T04:00:00.000Z,4,6,4,10,5,15,0,0,0
9799,9800,2012-06-21T04:00:00.000Z,2012-06-21T08:00:00.000Z,4,6,4,10,5,16,0,0,0
9800,9801,2012-06-21T08:00:00.000Z,2012-06-21T12:00:00.000Z,5,6,4,10,5,16,0,0,0
9801,9802,2012-06-21T12:00:00.000Z,2012-06-21T16:00:00.000Z,6,7,5,10,5,17,0,0,0
9802,9803,2012-06-21T16:00:00.000Z,2012-06-21T20:00:00.000Z,8,7,6,12,6,19,0,0,0
9803,9804,2012-06-21T20:00:00.000Z,2012-06-22T00:00:00.000Z,7,7,5,12,6,18,0,0,0
9804,9805,2012-06-22T00:00:00.000Z,2012-06-22T04:00:00.000Z,6,7,6,12,5,19,0,0,0
9805,9806,2012-06-22T04:00:00.000Z,2012-06-22T08:00:00.000Z,7,7,6,12,5,21,0,0,0
9806,9807,2012-06-22T08:00:00.000Z,2012-06-22T12:00:00.000Z,7,8,8,11,6,21,0,0,0
9807,9808,2012-06-22T12:00:00.000Z,2012-06-22T16:00:00.000Z,7,8,9,11,6,21,0,0,0
9808,9809,2012-06-22T16:00:00.000Z,2012-06-22T20:00:00.000Z,9,7,8,12,6,21,0,0,0
9809,9810,2012-06-22T20:00:00.000Z,2012-06-23T00:00:00.000Z,8,7,8,14,5,18,0,0,0
9810,9811,2012-06-23T00:00:00.000Z,2012-06-23T04:00:00.000Z,8,6,8,15,5,17,0,0,0
9811,9812,2012-06-23T04:00:00.000Z,2012-06-23T08:00:00.000Z,8,6,8,14,6,17,0,0,0
9812,9813,2012-06-23T08:00:00.000Z,2012-06-23T12:00:00.000Z,8,8,8,15,6,17,0,0,0
9813,9814,2012-06-23T12:00:00.000Z,2012-06-23T16:00:00.000Z,9,10,8,15,6,18,0,0,0
9814,9815,2012-06-23T16:00:00.000Z,2012-06-23T20:00:00.000Z,10,9,9,15,5,20,0,0,0
9815,9816,2012-06-23T20:00:00.000Z,2012-06-24T00:00:00.000Z,9,7,8,13,6,17,0,0,0
9816,9817,2012-06-24T00:00:00.000Z,2012-06-24T04:00:00.000Z,10,7,8,13,5,17,0,0,0
9817,9818,2012-06-24T04:00:00.000Z,2012-06-24T08:00:00.000Z,10,7,7,13,5,17,0,0,0
9818,9819,2012-06-24T08:00:00.000Z,2012-06-24T12:00:00.000Z,11,7,7,13,5,17,0,0,0
9819,9820,2012-06-24T12:00:00.000Z,2012-06-24T16:00:00.000Z,11,7,9,13,5,18,0,0,0
9820,9821,2012-06-24T16:00:00.000Z,2012-06-24T20:00:00.000Z,12,6,11,12,5,17,0,0,0
9821,9822,2012-06-24T20:00:00.000Z,2012-06-25T00:00:00.000Z,11,6,7,11,6,17,0,0,0
9822,9823,2012-06-25T00:00:00.000Z,2012-06-25T04:00:00.000Z,12,6,6,11,6,17,0,0,0
9823,9824,2012-06-25T04:00:00.000Z,2012-06-25T08:00:00.000Z,12,6,6,10,6,17,0,0,0
9824,9825,2012-06-25T08:00:00.000Z,2012-06-25T12:00:00.000Z,13,7,6,10,6,17,0,0,0
9825,9826,2012-06-25T12:00:00.000Z,2012-06-25T16:00:00.000Z,12,8,6,12,7,18,0,0,0
9826,9827,2012-06-25T16:00:00.000Z,2012-06-25T20:00:00.000Z,10,6,4,12,4,16,0,0,0
9827,9828,2012-06-25T20:00:00.000Z,2012-06-26T00:00:00.000Z,9,7,4,13,7,13,0,0,0
9828,9829,2012-06-26T00:00:00.000Z,2012-06-26T04:00:00.000Z,9,6,4,13,6,14,0,0,0
9829,9830,2012-06-26T04:00:00.000Z,2012-06-26T08:00:00.000Z,9,6,4,12,6,13,0,0,0
9830,9831,2012-06-26T08:00:00.000Z,2012-06-26T12:00:00.000Z,11,7,4,13,6,14,0,0,0
9831,9832,2012-06-26T12:00:00.000Z,2012-06-26T16:00:00.000Z,10,6,4,13,7,13,0,0,0
9832,9833,2012-06-26T16:00:00.000Z,2012-06-26T20:00:00.000Z,11,6,4,13,7,13,0,0,0
9833,9834,2012-06-26T20:00:00.000Z,2012-06-27T00:00:00.000Z,11,6,5,17,7,12,0,0,0
9834,9835,2012-06-27T00:00:00.000Z,2012-06-27T04:00:00.000Z,10,7,5,15,8,11,0,0,0
9835,9836,2012-06-27T04:00:00.000Z,2012-06-27T08:00:00.000Z,10,7,5,16,8,12,0,0,0
9836,9837,2012-06-27T08:00:00.000Z,2012-06-27T12:00:00.000Z,9,8,5,16,8,12,0,0,0
9837,9838,2012-06-27T12:00:00.000Z,2012-06-27T16:00:00.000Z,10,9,5,15,8,12,0,0,0
9838,9839,2012-06-27T16:00:00.000Z,2012-06-27T20:00:00.000Z,10,8,7,14,9,12,0,0,0
9839,9840,2012-06-27T20:00:00.000Z,2012-06-28T00:00:00.000Z,8,6,8,9,9,11,0,0,0
9840,9841,2012-06-28T00:00:00.000Z,2012-06-28T04:00:00.000Z,9,6,8,9,8,10,0,0,0
9841,9842,2012-06-28T04:00:00.000Z,2012-06-28T08:00:00.000Z,9,6,8,10,8,11,0,0,0
9842,9843,2012-06-28T08:00:00.000Z,2012-06-28T12:00:00.000Z,9,6,7,10,7,11,0,0,0
9843,9844,2012-06-28T12:00:00.000Z,2012-06-28T16:00:00.000Z,9,6,8,12,7,11,0,0,0
9844,9845,2012-06-28T16:00:00.000Z,2012-06-28T20:00:00.000Z,9,6,9,13,8,11,0,0,0
9845,9846,2012-06-28T20:00:00.000Z,2012-06-29T00:00:00.000Z,10,5,8,9,7,10,0,0,0
9846,9847,2012-06-29T00:00:00.000Z,2012-06-29T04:00:00.000Z,11,6,10,9,6,9,0,0,0
9847,9848,2012-06-29T04:00:00.000Z,2012-06-29T08:00:00.000Z,11,6,11,9,7,9,0,0,0
9848,9849,2012-06-29T08:00:00.000Z,2012-06-29T12:00:00.000Z,11,6,11,9,7,9,0,0,0
9849,9850,2012-06-29T12:00:00.000Z,2012-06-29T16:00:00.000Z,10,5,11,10,6,10,0,0,0
9850,9851,2012-06-29T16:00:00.000Z,2012-06-29T20:00:00.000Z,10,5,11,9,4,9,0,0,0
9851,9852,2012-06-29T20:00:00.000Z,2012-06-30T00:00:00.000Z,9,4,11,9,5,9,0,0,0
9852,9853,2012-06-30T00:00:00.000Z,2012-06-30T04:00:00.000Z,10,4,10,8,5,9,0,0,0
9853,9854,2012-06-30T04:00:00.000Z,2012-06-30T08:00:00.000Z,9,4,10,8,5,9,0,0,0
9854,9855,2012-06-30T08:00:00.000Z,2012-06-30T12:00:00.000Z,9,5,10,9,6,9,0,0,0
9855,9856,2012-06-30T12:00:00.000Z,2012-06-30T16:00:00.000Z,9,5,11,9,8,9,0,0,0
9856,9857,2012-06-30T16:00:00.000Z,2012-06-30T20:00:00.000Z,9,6,10,9,8,10,0,0,0
9857,9858,2012-06-30T20:00:00.000Z,2012-07-01T00:00:00.000Z,8,6,8,11,5,9,0,0,0
9858,9859,2012-07-01T00:00:00.000Z,2012-07-01T04:00:00.000Z,7,8,8,10,6,9,0,0,0
9859,9860,2012-07-01T04:00:00.000Z,2012-07-01T08:00:00.000Z,8,8,8,10,6,9,0,0,0
9860,9861,2012-07-01T08:00:00.000Z,2012-07-01T12:00:00.000Z,8,9,9,11,7,9,0,0,0
